Name,Country,Industry,Is_AI_Startup,Revenue Year 1,Revenue Year 2,Revenue Year 3,Growth_Y1_to_Y2,Growth_Y2_to_Y3,Total_Growth_3Year,Innovation_Speed_Score,Current Status,Status_Score,Competitive_Advantage_Score,Startup_Age_Years,High_Advantage
Global EdTech Labs 158,Japan,EdTech,0,181.0,1.7,14.5,-99.06077348066299,752.9411764705883,-91.9889502762431,200.4696132596685,Successful,2,1.043069306930693,8,1
Apex BioTech Labs 159,Australia,BioTech,0,110.0,1.0,14.8,-99.0909090909091,1380.0,-86.54545454545455,200.45454545454544,Successful,2,1.043960396039604,4,1
Core Logistics Nexus 160,Israel,Logistics,0,143.0,274.0,4.0,91.6083916083916,-98.54014598540147,-97.2027972027972,-3.4658771885049333,Successful,2,1.011881188118812,10,0
Smart HealthTech Flow 161,Germany,HealthTech,0,470.0,1.4,9.4,-99.70212765957447,571.4285714285714,-98.00000000000001,200.14893617021278,Successful,2,1.027920792079208,10,1
Smart FinTech Network 162,India,FinTech,0,6.0,304.0,2.5,4966.666666666666,-99.17763157894737,-58.333333333333336,200.4111842105263,Acquired,1,0.5074257425742574,5,0
Prime SaaS Solutions 163,Israel,SaaS,0,193.0,1.3,3.9,-99.32642487046631,199.99999999999994,-97.97927461139896,50.336787564766816,Acquired,1,0.5115841584158416,3,0
Prime SaaS Flow 164,UK,SaaS,0,81.0,864.0,13.6,966.6666666666666,-98.42592592592592,-83.20987654320989,200.78703703703704,Successful,2,1.0403960396039604,11,1
Smart FinTech Wave 165,Germany,FinTech,0,149.0,350.0,9.6,134.8993288590604,-97.25714285714285,-93.55704697986577,18.821093000958776,Successful,2,1.0285148514851485,3,1
Apex BioTech Solutions 166,South Korea,BioTech,0,133.0,1.3,9.8,-99.02255639097743,653.8461538461538,-92.63157894736842,200.48872180451127,Acquired,1,0.5291089108910891,13,0
NextGen Logistics Network 167,Singapore,Logistics,0,199.0,1.9,11.8,-99.04522613065326,521.0526315789474,-94.07035175879398,200.47738693467338,Successful,2,1.035049504950495,11,1
Smart FinTech Solutions 168,UK,FinTech,0,216.0,596.0,4.4,175.92592592592592,-99.26174496644296,-97.96296296296296,38.33209047974148,Acquired,1,0.5130693069306931,5,0
Global Cybersecurity Systems 169,Japan,Cybersecurity,0,262.0,314.0,9.7,19.84732824427481,-96.91082802547771,-96.29770992366412,-38.53174989060145,Failed,0,0.028811881188118806,8,0
Zenith BioTech Labs 170,USA,BioTech,0,109.0,1.2,7.4,-98.89908256880734,516.6666666666667,-93.21100917431193,200.55045871559633,Failed,0,0.021980198019801982,8,0
Global AI/ML Network 171,UAE,AI/ML,1,132.0,945.0,14.7,615.9090909090909,-98.44444444444443,-88.86363636363637,200.77777777777777,Successful,2,1.0436633663366337,12,1
NextGen Logistics Labs 172,India,Logistics,0,397.0,1.4,6.6,-99.64735516372797,371.4285714285714,-98.33753148614609,135.8906081324217,Successful,2,1.0196039603960396,6,1
Elite AgriTech Wave 173,Brazil,AgriTech,0,249.0,290.0,12.8,16.46586345381526,-95.58620689655172,-94.85943775100402,-39.56017172136823,Successful,2,1.038019801980198,7,1
Prime PropTech Solutions 174,Canada,PropTech,0,152.0,669.0,10.7,340.1315789473684,-98.40059790732437,-92.96052631578948,120.865490520022,Successful,2,1.0317821782178218,4,1
Elite E-commerce Wave 175,South Korea,E-commerce,0,447.0,627.0,13.7,40.26845637583892,-97.81499202551834,-96.9351230425056,-28.773267824839706,Failed,0,0.04069306930693069,2,0
Nova AI/ML Labs 176,Australia,AI/ML,1,108.0,2.0,5.1,-98.14814814814815,154.99999999999997,-95.27777777777779,28.42592592592591,Successful,2,1.0151485148514852,5,1
Global SaaS Solutions 177,Japan,SaaS,0,274.0,1.9,1.3,-99.3065693430657,-31.578947368421044,-99.52554744525547,-65.44275835574338,Acquired,1,0.5038613861386139,6,0
Core BioTech Hub 178,Japan,BioTech,0,414.0,553.0,8.2,33.57487922705314,-98.51717902350813,-98.01932367149759,-32.471149898227495,Failed,0,0.024356435643564354,7,0
Apex SaaS Network 179,UAE,SaaS,0,481.0,100.0,8.2,-79.20997920997921,-91.8,-98.2952182952183,-85.5049896049896,Successful,2,1.0243564356435644,9,1
Apex PropTech Systems 180,Canada,PropTech,0,434.0,638.0,8.1,47.004608294930875,-98.73040752351096,-98.13364055299539,-25.862899614290043,Successful,2,1.024059405940594,13,1
Prime PropTech Point 181,UAE,PropTech,0,148.0,958.0,6.9,547.2972972972973,-99.27974947807934,-95.33783783783784,200.36012526096033,Successful,2,1.0204950495049505,12,1
NextGen AI/ML Flow 182,Israel,AI/ML,1,302.0,1.4,12.9,-99.5364238410596,821.4285714285716,-95.72847682119206,200.2317880794702,Successful,2,1.0383168316831684,5,1
Zenith AI/ML Labs 183,France,AI/ML,1,490.0,657.0,3.6,34.08163265306122,-99.45205479452054,-99.26530612244898,-32.68521107072966,Successful,2,1.0106930693069307,3,0
Core AgriTech Hub 184,India,AgriTech,0,274.0,1.8,10.6,-99.34306569343066,488.88888888888886,-96.13138686131386,194.7729115977291,Successful,2,1.0314851485148515,14,1
Nova EdTech Systems 185,Germany,EdTech,0,94.0,843.0,5.6,796.8085106382978,-99.33570581257413,-94.04255319148936,200.33214709371293,Successful,2,1.0166336633663366,12,1
Nova Cybersecurity Network 186,South Korea,Cybersecurity,0,106.0,470.0,7.7,343.39622641509436,-98.36170212765958,-92.73584905660377,122.51726214371739,Successful,2,1.022871287128713,13,1
Quantum Logistics Nexus 187,USA,Logistics,0,310.0,1.4,5.3,-99.5483870967742,278.5714285714286,-98.29032258064517,89.5115207373272,Acquired,1,0.5157425742574258,8,0
Zenith AgriTech Hub 188,Brazil,AgriTech,0,355.0,957.0,4.2,169.57746478873239,-99.56112852664576,-98.8169014084507,35.00816813104331,Acquired,1,0.5124752475247525,6,0
Apex CleanTech Wave 189,USA,CleanTech,0,233.0,651.0,7.0,179.39914163090128,-98.9247311827957,-96.99570815450643,40.23720522405279,Successful,2,1.0207920792079208,13,1
Smart Cybersecurity Flow 190,India,Cybersecurity,0,16.0,396.0,1.6,2375.0,-99.5959595959596,-90.0,200.2020202020202,Successful,2,1.0047524752475248,7,0
Smart EdTech Wave 191,UK,EdTech,0,409.0,1.1,8.1,-99.73105134474326,636.3636363636364,-98.01955990220048,200.13447432762837,Acquired,1,0.5240594059405941,5,0
Quantum FinTech Wave 192,Israel,FinTech,0,412.0,347.0,14.0,-15.776699029126215,-95.96541786743515,-96.60194174757282,-55.871058448280685,Successful,2,1.0415841584158416,5,1
Quantum CleanTech Technologies 193,Australia,CleanTech,0,291.0,1.0,2.0,-99.65635738831615,100.0,-99.3127147766323,0.1718213058419238,Successful,2,1.005940594059406,3,0
Apex AI/ML Technologies 194,France,AI/ML,1,114.0,107.0,13.1,-6.140350877192982,-87.7570093457944,-88.50877192982458,-46.948680111493694,Successful,2,1.038910891089109,12,1
NextGen Logistics Systems 195,Israel,Logistics,0,137.0,963.0,12.3,602.9197080291971,-98.72274143302181,-91.02189781021897,200.63862928348908,Successful,2,1.0365346534653466,13,1
Nova HealthTech Flow 196,Japan,HealthTech,0,434.0,203.0,6.0,-53.2258064516129,-97.04433497536947,-98.61751152073732,-75.13507071349119,Acquired,1,0.5178217821782178,5,0
Prime EdTech Technologies 197,Germany,EdTech,0,110.0,1.4,10.5,-98.72727272727272,650.0,-90.45454545454545,200.63636363636363,Failed,0,0.031188118811881185,7,0
Prime Logistics Solutions 198,USA,Logistics,0,373.0,729.0,8.2,95.44235924932975,-98.87517146776406,-97.80160857908847,-1.7164061092171536,Successful,2,1.0243564356435644,4,1
Quantum HealthTech Solutions 199,India,HealthTech,0,489.0,1.9,4.9,-99.61145194274029,157.8947368421053,-98.99795501022496,29.1416424496825,Acquired,1,0.5145544554455446,7,0
Prime BioTech Network 200,USA,BioTech,0,203.0,538.0,1.2,165.02463054187194,-99.77695167286245,-99.4088669950739,32.623839434504745,Successful,2,1.0035643564356436,12,0
Quantum Logistics Flow 201,UK,Logistics,0,228.0,1.5,13.7,-99.3421052631579,813.3333333333333,-93.99122807017545,200.32894736842104,Successful,2,1.0406930693069307,9,1
Zenith SaaS Labs 202,South Korea,SaaS,0,306.0,204.0,15.0,-33.33333333333333,-92.64705882352942,-95.09803921568627,-62.990196078431374,Failed,0,0.04455445544554455,10,0
Apex EdTech Network 203,UAE,EdTech,0,394.0,1.6,7.3,-99.59390862944161,356.24999999999994,-98.14720812182742,128.32804568527916,Successful,2,1.0216831683168317,7,1
Core BioTech Flow 204,UK,BioTech,0,132.0,1.7,3.7,-98.71212121212122,117.64705882352942,-97.1969696969697,9.467468805704101,Acquired,1,0.510990099009901,14,0
Quantum Cybersecurity Point 205,Japan,Cybersecurity,0,98.0,1.5,4.8,-98.46938775510205,219.99999999999997,-95.10204081632654,60.76530612244896,Successful,2,1.0142574257425743,13,1
Global SaaS Solutions 206,France,SaaS,0,182.0,402.0,1.1,120.87912087912088,-99.72636815920397,-99.3956043956044,10.576376359958452,Successful,2,1.0032673267326733,10,0
Apex SaaS Labs 207,USA,SaaS,0,386.0,1.4,5.8,-99.63730569948187,314.28571428571433,-98.49740932642487,107.32420429311622,Failed,0,0.017227722772277226,5,0
Apex FinTech Point 208,Japan,FinTech,0,397.0,115.0,9.8,-71.03274559193954,-91.47826086956522,-97.53148614609572,-81.25550323075238,Successful,2,1.0291089108910891,3,1
Elite AI/ML Flow 209,USA,AI/ML,1,88.0,312.0,4.8,254.54545454545453,-98.46153846153845,-94.54545454545455,78.04195804195804,Successful,2,1.0142574257425743,10,1
Prime E-commerce Nexus 210,Israel,E-commerce,0,370.0,664.0,2.6,79.45945945945945,-99.60843373493977,-99.29729729729729,-10.074487137740157,Acquired,1,0.5077227722772277,13,0
NextGen Cybersecurity Systems 211,Israel,Cybersecurity,0,136.0,676.0,9.2,397.05882352941177,-98.63905325443785,-93.23529411764706,149.20988513748696,Successful,2,1.0273267326732674,13,1
Zenith Logistics Technologies 212,Australia,Logistics,0,353.0,635.0,8.8,79.88668555240793,-98.61417322834647,-97.5070821529745,-9.363743837969274,Successful,2,1.0261386138613862,9,1
Core AI/ML Solutions 213,Israel,AI/ML,1,135.0,1.8,11.8,-98.66666666666666,555.5555555555555,-91.25925925925927,200.66666666666669,Successful,2,1.035049504950495,10,1
Core BioTech Systems 214,India,BioTech,0,65.0,1.6,10.6,-97.53846153846155,562.5,-83.6923076923077,201.23076923076923,Successful,2,1.0314851485148515,11,1
Nova E-commerce Systems 215,Australia,E-commerce,0,78.0,1.1,14.5,-98.58974358974359,1218.1818181818182,-81.41025641025641,200.7051282051282,Failed,0,0.043069306930693066,12,0
Nova EdTech Hub 216,Japan,EdTech,0,223.0,1.8,7.6,-99.19282511210761,322.2222222222222,-96.59192825112109,111.51469855505728,Successful,2,1.0225742574257426,2,1
Prime EdTech Hub 217,France,EdTech,0,312.0,126.0,6.8,-59.61538461538461,-94.6031746031746,-97.82051282051282,-77.10927960927961,Successful,2,1.0201980198019802,12,1
Nova AgriTech Wave 218,India,AgriTech,0,75.0,1.5,8.9,-98.0,493.33333333333337,-88.13333333333333,197.66666666666669,Successful,2,1.0264356435643565,2,1
Zenith AI/ML Systems 219,Australia,AI/ML,1,400.0,1.9,11.1,-99.525,484.2105263157895,-97.225,192.34276315789475,Successful,2,1.032970297029703,13,1
Quantum BioTech Nexus 220,UK,BioTech,0,15.0,1.2,10.4,-92.0,766.6666666666667,-30.666666666666664,204.0,Successful,2,1.030891089108911,10,1
Apex FinTech Systems 221,USA,FinTech,0,402.0,1.9,3.5,-99.5273631840796,84.21052631578948,-99.12935323383084,-7.658418434145062,Successful,2,1.0103960396039604,5,0
Zenith AI/ML Network 222,UK,AI/ML,1,321.0,1.2,7.0,-99.62616822429908,483.3333333333333,-97.81931464174455,191.85358255451712,Successful,2,1.0207920792079208,9,1
Apex AI/ML Wave 223,Brazil,AI/ML,1,22.0,1.3,1.9,-94.0909090909091,46.15384615384614,-91.36363636363637,-23.968531468531477,Successful,2,1.0056435643564356,11,0
Quantum AgriTech Systems 224,Canada,AgriTech,0,370.0,1.0,14.0,-99.72972972972973,1300.0,-96.21621621621622,200.13513513513513,Failed,0,0.041584158415841586,11,0
Elite BioTech Nexus 225,UK,BioTech,0,55.0,414.0,4.3,652.7272727272727,-98.96135265700482,-92.18181818181819,200.5193236714976,Acquired,1,0.5127722772277228,3,0
Quantum BioTech Network 226,UK,BioTech,0,386.0,1.1,10.7,-99.71502590673575,872.7272727272726,-97.2279792746114,200.14248704663214,Successful,2,1.0317821782178218,9,1
Apex E-commerce Technologies 227,Canada,E-commerce,0,235.0,1.0,11.5,-99.57446808510639,1050.0,-95.1063829787234,200.2127659574468,Successful,2,1.0341584158415842,7,1
Prime AgriTech Technologies 228,Brazil,AgriTech,0,166.0,1.6,7.9,-99.03614457831326,393.75000000000006,-95.24096385542168,147.3569277108434,Successful,2,1.0234653465346535,12,1
Smart SaaS Wave 229,Singapore,SaaS,0,390.0,1.9,1.8,-99.51282051282053,-5.263157894736835,-99.53846153846153,-52.38798920377868,Successful,2,1.0053465346534654,14,0
Core HealthTech Point 230,Australia,HealthTech,0,17.0,1.0,12.5,-94.11764705882352,1150.0,-26.47058823529412,202.94117647058823,Failed,0,0.03712871287128713,5,0
Core FinTech Labs 231,India,FinTech,0,41.0,963.0,3.9,2248.7804878048782,-99.59501557632399,-90.48780487804878,200.202492211838,Successful,2,1.0115841584158416,2,0
Elite EdTech Point 232,Canada,EdTech,0,395.0,1.1,8.4,-99.72151898734177,663.6363636363636,-97.87341772151899,200.13924050632912,Failed,0,0.024950495049504952,10,0
Quantum SaaS Labs 233,Brazil,SaaS,0,4.0,1.5,10.2,-62.5,580.0,154.99999999999997,218.75,Acquired,1,0.6852970297029704,6,0
Core BioTech Wave 234,Japan,BioTech,0,197.0,1.6,8.0,-99.18781725888324,400.0,-95.93908629441624,150.40609137055839,Successful,2,1.0237623762376238,14,1
Apex BioTech Hub 235,Israel,BioTech,0,304.0,1.9,10.9,-99.375,473.68421052631584,-96.41447368421053,187.15460526315792,Successful,2,1.0323762376237624,13,1
Core HealthTech Point 236,Japan,HealthTech,0,25.0,263.0,14.8,952.0,-94.37262357414448,-40.8,202.81368821292776,Acquired,1,0.543960396039604,4,0
NextGen EdTech Labs 237,Germany,EdTech,0,444.0,614.0,10.3,38.288288288288285,-98.32247557003258,-97.68018018018017,-30.017093640872147,Successful,2,1.0305940594059406,9,1
NextGen EdTech Systems 238,Japan,EdTech,0,167.0,1.2,11.1,-99.28143712574851,825.0,-93.35329341317366,200.35928143712573,Successful,2,1.032970297029703,4,1
Smart PropTech Wave 239,South Korea,PropTech,0,337.0,1.6,12.0,-99.52522255192878,650.0,-96.43916913946587,200.2373887240356,Successful,2,1.0356435643564357,7,1
Zenith E-commerce Systems 240,India,E-commerce,0,341.0,1.3,2.3,-99.61876832844574,76.9230769230769,-99.32551319648093,-11.347845702684417,Successful,2,1.0068316831683168,11,0
Core Logistics Point 241,Japan,Logistics,0,117.0,284.0,9.5,142.73504273504273,-96.65492957746478,-91.88034188034187,23.04005657878897,Successful,2,1.0282178217821782,11,1
Prime E-commerce Point 242,Singapore,E-commerce,0,387.0,839.0,1.5,116.79586563307494,-99.82121573301549,-99.6124031007752,8.487324950029723,Successful,2,1.0044554455445545,10,0
Smart AI/ML Solutions 243,Singapore,AI/ML,1,123.0,531.0,5.8,331.7073170731707,-98.90772128060264,-95.28455284552845,116.39979789628404,Successful,2,1.0172277227722772,10,1
Global AgriTech Flow 244,Brazil,AgriTech,0,41.0,979.0,12.6,2287.8048780487807,-98.71297242083759,-69.26829268292683,200.64351378958122,Successful,2,1.0374257425742575,12,1
Elite AgriTech Hub 245,Japan,AgriTech,0,495.0,675.0,13.7,36.36363636363637,-97.97037037037036,-97.23232323232324,-30.803367003366997,Acquired,1,0.5406930693069307,5,0
Zenith CleanTech Labs 246,USA,CleanTech,0,2.0,1.8,1.5,-9.999999999999998,-16.666666666666668,-25.0,-13.333333333333332,Successful,2,1.0044554455445545,4,0
Quantum E-commerce Flow 247,Japan,E-commerce,0,428.0,214.0,4.8,-50.0,-97.75700934579439,-98.8785046728972,-73.8785046728972,Failed,0,0.014257425742574256,3,0
Global AI/ML Labs 248,South Korea,AI/ML,1,472.0,159.0,1.2,-66.3135593220339,-99.24528301886794,-99.7457627118644,-82.77942117045092,Successful,2,1.0035643564356436,11,0
Smart Cybersecurity Network 249,France,Cybersecurity,0,297.0,1.5,4.0,-99.4949494949495,166.66666666666669,-98.65319865319864,33.585858585858595,Successful,2,1.011881188118812,3,0
Apex EdTech Hub 250,USA,EdTech,0,155.0,978.0,12.8,530.9677419354839,-98.69120654396728,-91.74193548387096,200.65439672801637,Successful,2,1.038019801980198,10,1
Elite Logistics Hub 251,Japan,Logistics,0,480.0,1.3,1.1,-99.72916666666667,-15.38461538461538,-99.77083333333333,-57.55689102564102,Successful,2,1.0032673267326733,5,0
Apex AI/ML Network 252,Canada,AI/ML,1,331.0,1.7,7.0,-99.48640483383686,311.7647058823529,-97.88519637462235,106.13915052425804,Successful,2,1.0207920792079208,13,1
Prime Logistics Technologies 253,Singapore,Logistics,0,197.0,1.3,1.6,-99.34010152284264,23.076923076923077,-99.18781725888324,-38.13158922295978,Successful,2,1.0047524752475248,8,0
NextGen BioTech Nexus 254,Brazil,BioTech,0,467.0,1.4,4.6,-99.70021413276233,228.57142857142856,-99.01498929336188,64.43560721933312,Acquired,1,0.5136633663366337,2,0
Smart PropTech Network 255,Japan,PropTech,0,450.0,1.9,3.6,-99.57777777777778,89.47368421052633,-99.2,-5.052046783625727,Successful,2,1.0106930693069307,2,0
Quantum Cybersecurity Network 256,India,Cybersecurity,0,255.0,962.0,12.0,277.2549019607843,-98.75259875259876,-95.29411764705881,89.25115160409277,Acquired,1,0.5356435643564357,14,0
Prime Cybersecurity Solutions 257,UAE,Cybersecurity,0,421.0,1.5,9.7,-99.6437054631829,546.6666666666666,-97.69596199524942,200.17814726840857,Successful,2,1.0288118811881188,3,1
Apex FinTech Network 258,France,FinTech,0,72.0,1.6,3.8,-97.77777777777779,137.49999999999997,-94.72222222222223,19.861111111111093,Successful,2,1.0112871287128713,5,0
NextGen HealthTech Systems 259,Brazil,HealthTech,0,320.0,1.8,5.7,-99.4375,216.66666666666669,-98.21875,58.61458333333334,Failed,0,0.016930693069306932,6,0
Zenith EdTech Hub 260,France,EdTech,0,180.0,771.0,11.4,328.3333333333333,-98.52140077821012,-93.66666666666667,114.90596627756159,Successful,2,1.033861386138614,11,1
Elite Cybersecurity Labs 261,UAE,Cybersecurity,0,135.0,1.3,7.8,-99.03703703703702,500.0,-94.22222222222223,200.4814814814815,Successful,2,1.0231683168316832,5,1
Smart EdTech Hub 262,South Korea,EdTech,0,281.0,1.1,5.1,-99.6085409252669,363.63636363636357,-98.1850533807829,132.01391135554834,Failed,0,0.015148514851485146,9,0
Elite PropTech Solutions 263,Singapore,PropTech,0,199.0,1.6,6.7,-99.19597989949749,318.74999999999994,-96.63316582914574,109.77701005025122,Failed,0,0.0199009900990099,10,0
Quantum Cybersecurity Systems 264,Canada,Cybersecurity,0,90.0,1.3,10.6,-98.55555555555556,715.3846153846152,-88.22222222222223,200.72222222222223,Successful,2,1.0314851485148515,12,1
Quantum SaaS Nexus 265,Israel,SaaS,0,105.0,2.0,10.5,-98.09523809523809,425.0,-90.0,163.45238095238096,Successful,2,1.0311881188118812,8,1
Core CleanTech Systems 266,Germany,CleanTech,0,175.0,1.4,3.1,-99.2,121.42857142857144,-98.22857142857143,11.114285714285721,Successful,2,1.0092079207920792,6,0
Apex CleanTech Systems 267,France,CleanTech,0,331.0,204.0,9.9,-38.368580060422964,-95.1470588235294,-97.00906344410876,-66.75781944197618,Successful,2,1.0294059405940594,6,1
Global BioTech Technologies 268,UK,BioTech,0,327.0,121.0,13.7,-62.99694189602446,-88.67768595041322,-95.81039755351682,-75.83731392321884,Acquired,1,0.5406930693069307,9,0
NextGen AgriTech Wave 269,Israel,AgriTech,0,280.0,1.5,9.1,-99.46428571428572,506.66666666666663,-96.74999999999999,200.26785714285714,Successful,2,1.027029702970297,5,1
Smart E-commerce Systems 270,India,E-commerce,0,0.0,755.0,1.7,0.0,-99.77483443708608,0.0,-49.88741721854304,Successful,2,1.005049504950495,3,0
Quantum PropTech Systems 271,Israel,PropTech,0,279.0,1.5,3.4,-99.46236559139786,126.66666666666666,-98.78136200716847,13.602150537634401,Failed,0,0.0100990099009901,14,0
NextGen Logistics Wave 272,France,Logistics,0,500.0,131.0,4.9,-73.8,-96.25954198473282,-99.02000000000001,-85.02977099236641,Failed,0,0.014554455445544554,7,0
Core HealthTech Technologies 273,UK,HealthTech,0,407.0,1.0,10.4,-99.75429975429975,940.0,-97.44471744471745,200.12285012285014,Acquired,1,0.5308910891089109,8,0
Elite Logistics Point 274,Japan,Logistics,0,353.0,912.0,3.3,158.35694050991503,-99.63815789473685,-99.06515580736543,29.359391307589092,Successful,2,1.0098019801980198,10,0
NextGen FinTech Nexus 275,Israel,FinTech,0,459.0,1.8,6.9,-99.6078431372549,283.33333333333337,-98.4967320261438,91.86274509803923,Acquired,1,0.5204950495049505,8,0
Global AI/ML Point 276,Germany,AI/ML,1,420.0,1.0,11.6,-99.76190476190476,1060.0,-97.23809523809524,200.11904761904762,Successful,2,1.0344554455445545,14,1
Core FinTech Wave 277,France,FinTech,0,333.0,1.5,10.8,-99.54954954954955,620.0,-96.75675675675676,200.22522522522522,Successful,2,1.032079207920792,8,1
Prime AI/ML Systems 278,UAE,AI/ML,1,387.0,2.0,14.6,-99.48320413436691,630.0,-96.22739018087854,200.25839793281654,Acquired,1,0.5433663366336634,14,0
Quantum Cybersecurity Labs 279,Australia,Cybersecurity,0,46.0,1.2,14.6,-97.39130434782608,1116.6666666666667,-68.26086956521739,201.30434782608697,Failed,0,0.04336633663366336,10,0
NextGen FinTech Flow 280,Brazil,FinTech,0,162.0,1.0,14.1,-99.38271604938271,1310.0,-91.2962962962963,200.30864197530866,Acquired,1,0.5418811881188119,9,0
Prime AgriTech Labs 281,India,AgriTech,0,122.0,1.5,12.0,-98.77049180327869,700.0,-90.1639344262295,200.61475409836066,Successful,2,1.0356435643564357,5,1
Smart EdTech Nexus 282,South Korea,EdTech,0,435.0,1.6,15.0,-99.63218390804597,837.5,-96.55172413793103,200.183908045977,Successful,2,1.0445544554455446,10,1
Apex FinTech Point 283,Australia,FinTech,0,365.0,1.7,13.9,-99.53424657534246,717.6470588235295,-96.19178082191782,200.23287671232876,Acquired,1,0.5412871287128713,12,0
Nova CleanTech Solutions 284,Brazil,CleanTech,0,251.0,1.8,13.8,-99.2828685258964,666.6666666666666,-94.5019920318725,200.3585657370518,Successful,2,1.040990099009901,9,1
Apex EdTech Hub 285,USA,EdTech,0,129.0,1.8,9.6,-98.6046511627907,433.3333333333333,-92.55813953488372,167.3643410852713,Successful,2,1.0285148514851485,6,1
Prime SaaS Flow 286,India,SaaS,0,422.0,853.0,11.0,102.13270142180096,-98.71043376318875,-97.39336492890996,1.7111338293061067,Successful,2,1.0326732673267327,2,1
Zenith Logistics Nexus 287,UK,Logistics,0,324.0,270.0,6.0,-16.666666666666664,-97.77777777777777,-98.14814814814815,-57.222222222222214,Acquired,1,0.5178217821782178,2,0
Smart BioTech Flow 288,South Korea,BioTech,0,98.0,691.0,7.7,605.1020408163265,-98.88567293777135,-92.14285714285714,200.55716353111433,Successful,2,1.022871287128713,14,1
Elite Cybersecurity Technologies 289,UK,Cybersecurity,0,149.0,455.0,9.3,205.36912751677852,-97.95604395604396,-93.75838926174495,53.70654178036728,Successful,2,1.0276237623762376,8,1
Prime AgriTech Technologies 290,Singapore,AgriTech,0,127.0,1.4,9.5,-98.89763779527559,578.5714285714286,-92.51968503937007,200.5511811023622,Acquired,1,0.5282178217821782,4,0
Global BioTech Labs 291,France,BioTech,0,116.0,1.0,11.7,-99.13793103448276,1070.0,-89.91379310344827,200.4310344827586,Successful,2,1.0347524752475248,2,1
Elite E-commerce Nexus 292,USA,E-commerce,0,265.0,1.9,13.9,-99.28301886792454,631.578947368421,-94.75471698113208,200.35849056603774,Successful,2,1.0412871287128713,4,1
Elite SaaS Flow 293,UK,SaaS,0,25.0,1.1,11.0,-95.6,900.0,-56.00000000000001,202.2,Successful,2,1.0326732673267327,2,1
Global FinTech Wave 294,Canada,FinTech,0,215.0,1.2,14.0,-99.44186046511628,1066.6666666666667,-93.48837209302326,200.27906976744185,Successful,2,1.0415841584158416,11,1
Core HealthTech Wave 295,UK,HealthTech,0,137.0,1.9,10.2,-98.61313868613138,436.84210526315786,-92.55474452554743,169.11448328851324,Successful,2,1.0302970297029703,11,1
Quantum AI/ML Flow 296,Singapore,AI/ML,1,410.0,554.0,13.8,35.12195121951219,-97.50902527075813,-96.6341463414634,-31.19353702562297,Successful,2,1.040990099009901,3,1
Core PropTech Solutions 297,Israel,PropTech,0,328.0,1.5,6.7,-99.54268292682927,346.6666666666667,-97.95731707317074,123.5619918699187,Successful,2,1.01990099009901,6,1
Prime HealthTech Solutions 298,UAE,HealthTech,0,499.0,1.4,14.7,-99.71943887775552,950.0,-97.05410821643287,200.14028056112224,Successful,2,1.0436633663366337,6,1
Prime SaaS Systems 299,Brazil,SaaS,0,299.0,1.7,2.3,-99.43143812709032,35.29411764705881,-99.23076923076923,-32.06866024001575,Failed,0,0.006831683168316832,11,0
Global PropTech Systems 300,UK,PropTech,0,450.0,1.0,11.9,-99.77777777777777,1090.0,-97.35555555555557,200.11111111111111,Successful,2,1.0353465346534654,7,1
Nova FinTech Systems 301,Brazil,FinTech,0,236.0,1.9,8.6,-99.19491525423729,352.6315789473684,-96.35593220338984,126.71833184656555,Acquired,1,0.5255445544554456,4,0
Smart HealthTech Nexus 302,UK,HealthTech,0,182.0,861.0,7.0,373.0769230769231,-99.1869918699187,-96.15384615384616,136.9449656035022,Successful,2,1.0207920792079208,8,1
Zenith SaaS Nexus 303,Germany,SaaS,0,228.0,750.0,6.1,228.9473684210526,-99.18666666666667,-97.32456140350877,64.88035087719297,Failed,0,0.018118811881188118,2,0
Quantum PropTech Labs 304,South Korea,PropTech,0,386.0,542.0,8.3,40.41450777202073,-98.46863468634687,-97.84974093264248,-29.027063457163074,Failed,0,0.024653465346534655,11,0
Prime BioTech Technologies 305,Australia,BioTech,0,248.0,653.0,10.6,163.30645161290323,-98.37672281776416,-95.72580645161291,32.464864397569535,Successful,2,1.0314851485148515,5,1
Core FinTech Flow 306,Canada,FinTech,0,169.0,1.3,11.2,-99.23076923076923,761.5384615384614,-93.37278106508876,200.3846153846154,Successful,2,1.0332673267326733,12,1
Apex Logistics Technologies 307,Australia,Logistics,0,290.0,1.1,10.9,-99.6206896551724,890.9090909090909,-96.24137931034483,200.1896551724138,Failed,0,0.03237623762376238,5,0
Core AgriTech Systems 308,India,AgriTech,0,396.0,210.0,9.9,-46.96969696969697,-95.28571428571428,-97.50000000000001,-71.12770562770562,Successful,2,1.0294059405940594,2,1
Zenith CleanTech Wave 309,USA,CleanTech,0,111.0,467.0,13.7,320.72072072072075,-97.06638115631692,-87.65765765765765,111.8271697822019,Failed,0,0.04069306930693069,12,0
Core Logistics Solutions 310,Brazil,Logistics,0,385.0,1.4,12.5,-99.63636363636364,792.8571428571429,-96.75324675324676,200.1818181818182,Failed,0,0.03712871287128713,8,0
Prime PropTech Flow 311,Singapore,PropTech,0,457.0,227.0,7.0,-50.32822757111597,-96.91629955947137,-98.46827133479212,-73.62226356529366,Successful,2,1.0207920792079208,6,1
Elite FinTech Wave 312,South Korea,FinTech,0,76.0,580.0,6.7,663.1578947368421,-98.84482758620689,-91.1842105263158,200.57758620689657,Successful,2,1.01990099009901,2,1
